seascape;village;years_village;age;education_level;religion;hh_head;gender;social_network;group_hh_size.total;primary_livelihood;fishing_primary_livelihood;num_livelihoods_hh;trust_community;trust_village_leaders;trust_mgmt;trust_NGOs;trust_government;mgmt_community.benefits_domain_1;mgmt_community.benefits_category_1;mgmt_community.costs_domain_1;mgmt_community.costs_category_1;mgmt_community.impact;mgmt_community.effect_yn_2;mgmt_support;participation;fairness_decision_making;conflict_frequency;life_satisfaction_2;life_satisfaction_causes_1_domain;life_satisfaction_causes_1_category;life_satisfaction_causes_2_domain;life_satisfaction_causes_2_category;life_satisfaction_causes_3_domain;life_satisfaction_causes_3_category;type_mgmt
Northwest;Antafiambotry;8;39;some_middle_school;Muslim;yes;female;NA;1;female_fishmongers;no;1;trust_more_people;trust_all;NA;trust_more_people;trust_all;NA;NA;NA;NA;neutral;no;supportive;passive;fair;more_than_once_year;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;28;47;some_middle_school;Protestant;no;female;1;7;fish_trading;no;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;health;food security;NA;NA;good;yes;supportive;active;fair;no_conflict;a_lot_worse;economy;livelihoods;economy;livelihoods;NA;NA;no_mgmt
Southwest;Ambatomilo;9;37;some_secondary;none;yes;male;2;6;fish_trading;no;2;trust_more_people;trust_all;trust_more_people;about_half_half;trust_more_people;economic;material wealth;NA;NA;good;yes;supportive;active;fair;no_conflict;better;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;10;34;primary_completed;Catholic;no;female;NA;4;fish_trading;no;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;passive;fair;no_conflict;better;social;safety and security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;28;47;some_middle_school;Protestant;no;female;1;7;fish_trading;no;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;a_lot_worse;NA;NA;economy;economical wealth;NA;NA;no_mgmt
Southwest;Ambatomilo;9;37;some_secondary;none;yes;male;2;6;fish_trading;no;2;trust_more_people;trust_all;trust_more_people;about_half_half;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;10;34;primary_completed;Catholic;no;female;NA;4;fish_trading;no;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;passive;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northeast;Anandrivola;5;27;some_middle_school;FJKM;yes;male;1;4;fish_trading;no;3;about_half_half;trust_more_people;trust_more_people;trust_all;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_conflict;better;economy;economic wealth;economy;livelihoods;economy;material wealth;no_mgmt
Northeast;Anandrivola;2;17;some_middle_school;FJKM;no;female;1;6;fish_trading;no;3;NA;NA;about_half_half;NA;NA;NA;NA;NA;NA;NA;NA;neutral;not_involved;fair;don_t_know;better;health;food security;economy;material wealth;social;education and knowledge;no_mgmt
Northeast;Anandrivola;28;28;some_primary;FJKM;no;female;2;5;fish_trading;no;3;about_half_half;about_half_half;about_half_half;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;passive;fair;don_t_know;better;health;food security;economy;livelihoods;social;education and knowledge;no_mgmt
Northeast;Anandrivola;5;27;some_middle_school;FJKM;yes;male;1;4;fish_trading;no;3;about_half_half;trust_more_people;trust_more_people;trust_all;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northeast;Anandrivola;2;17;some_middle_school;FJKM;no;female;1;6;fish_trading;no;3;NA;NA;about_half_half;NA;NA;NA;NA;NA;NA;NA;NA;neutral;not_involved;fair;don_t_know;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northeast;Anandrivola;28;28;some_primary;FJKM;no;female;2;5;fish_trading;no;3;about_half_half;about_half_half;about_half_half;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;passive;fair;don_t_know;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northwest;Antafiambotry;NA;60;primary_completed;Muslim;yes;female;2;5;fish_trading;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northwest;Antafiambotry;1;40;some_primary;Muslim;no;female;1;2;fish_trading;no;1;trust_more_people;trust_more_people;distrust_more_people;distrust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;unsupportive;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Northwest;Antafiambotry;NA;60;primary_completed;Muslim;yes;female;2;5;fish_trading;no;1;trust_all;trust_all;NA;trust_all;trust_all;NA;NA;NA;NA;NA;no;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northwest;Antafiambotry;1;40;some_primary;Muslim;no;female;1;2;fish_trading;no;1;trust_more_people;trust_more_people;distrust_more_people;distrust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;unsupportive;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Northeast;Nandrahanana;10;29;some_middle_school;Catholic;no;female;2;2;fish_trading;no;2;about_half_half;about_half_half;about_half_half;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;neutral;not_involved;fair;no_conflict;better;economy;economic wealth;economy;material wealth;economy;economic wealth;no_mgmt
Northeast;Nandrahanana;2;28;some_middle_school;Catholic;no;female;2;4;fish_trading;no;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;supportive;not_involved;fair;don_t_know;better;health;food security;economy;economic wealth;economy;economic wealth;no_mgmt
Northeast;Nandrahanana;10;29;some_middle_school;Catholic;no;female;2;2;fish_trading;no;2;about_half_half;about_half_half;about_half_half;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;neutral;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northeast;Nandrahanana;2;28;some_middle_school;Catholic;no;female;2;4;fish_trading;no;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;supportive;not_involved;fair;don_t_know;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Tsifota;NA;48;primary_completed;Protestant;yes;female;0;2;fish_trading;no;2;trust_more_people;trust_more_people;NA;about_half_half;about_half_half;health;food security;NA;NA;good;yes;very_supportive;not_involved;don_t_know;don_t_know;a_lot_better;economy;livelihoods;economy;economic wealth;NA;NA;no_mgmt
Southwest;Tsifota;40;40;some_primary;Protestant;yes;female;0;5;fish_trading;no;2;distrust_more_people;trust_all;about_half_half;trust_more_people;trust_all;health;food security;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;better;economy;livelihoods;health;food security;NA;NA;no_mgmt
Southwest;Tsifota;NA;48;primary_completed;Protestant;yes;female;0;2;fish_trading;no;2;trust_more_people;trust_more_people;NA;about_half_half;about_half_half;governance;rights and access;NA;NA;good;yes;very_supportive;not_involved;don_t_know;don_t_know;a_lot_better;NA;NA;economy;material wealth;NA;NA;no_mgmt
Southwest;Tsifota;40;40;some_primary;Protestant;yes;female;0;5;fish_trading;no;2;distrust_more_people;trust_all;about_half_half;trust_more_people;trust_all;governance;rights and access;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;20;primary_completed;Catholic;no;female;1;4;fish_trading and Gerante d'un discotheque-bar;no;4;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;health;food security;NA;NA;good;yes;supportive;active;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;20;primary_completed;Catholic;no;female;1;4;fish_trading and Gerante d'un discotheque-bar;no;4;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;economic wealth;NA;NA;good;yes;supportive;active;very_fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;12;29;some_primary;Catholic;yes;male;0;3;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;better;economy;material wealth;economy;economic wealth;NA;NA;no_mgmt
Southwest;Ambatomilo;41;57;some_primary;Catholic;no;female;1;6;fishing_gleaning;yes;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economic;livelihoods;NA;NA;good;yes;supportive;active;very_fair;no_conflict;a_lot_worse;health;physical health;social;social capital and cohesion;NA;NA;no_mgmt
Southwest;Ambatomilo;25;25;some_primary;Catholic;yes;male;1;3;fishing_gleaning;yes;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;economic wealth;NA;NA;good;yes;supportive;active;fair;no_conflict;worse;economy;livelihoods;economy;employment;NA;NA;no_mgmt
Southwest;Ambatomilo;35;35;primary_completed;Catholic;no;female;1;8;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_all;trust_all;trust_all;economy;economic wealth;NA;NA;good;yes;supportive;passive;fair;no_conflict;worse;economy;livelihoods;health;food security;NA;NA;no_mgmt
Southwest;Ambatomilo;42;42;some_primary;Catholic;yes;male;NA;4;fishing_gleaning;yes;1;distrust_more_people;trust_more_people;about_half_half;trust_more_people;trust_more_people;economy;livelihoods;NA;NA;good;yes;supportive;passive;fair;no_conflict;worse;economy;livelihoods;health;food security;NA;NA;no_mgmt
Southwest;Ambatomilo;60;60;some_primary;Traditionnelle;yes;male;0;9;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;economy;livelihoods;economy;livelihoods;good;yes;supportive;passive;very_unfair;no_conflict;worse;economy;livelihoods;health;food security;NA;NA;no_mgmt
Southwest;Ambatomilo;24;24;primary_completed;Catholic;yes;male;0;5;fishing_gleaning;yes;2;trust_more_people;trust_all;distrust_more_people;trust_more_people;trust_all;economy;livelihoods;governance;rights and access;neutral;yes;supportive;passive;fair;no_conflict;better;economy;livelihoods;economy;livelihoods;NA;NA;no_mgmt
Southwest;Ambatomilo;65;65;primary_completed;Catholic;no;female;0;4;fishing_gleaning;yes;1;about_half_half;trust_more_people;about_half_half;trust_more_people;trust_all;economy;livelihoods;governance;rights and access;neutral;yes;supportive;not_involved;neither;no_conflict;worse;economy;livelihoods;health;food security;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;22;some_primary;Catholic;no;male;1;2;fishing_gleaning;yes;1;trust_all;trust_all;trust_all;trust_all;trust_all;economy;material wealth;NA;NA;very_good;yes;very_supportive;passive;fair;no_conflict;better;economy;livelihoods;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;28;primary_completed;Catholic;no;female;1;6;fishing_gleaning;yes;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;NA;NA;good;yes;supportive;passive;fair;no_conflict;better;economy;economic wealth;economy;livelihoods;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;40;NA;Catholic;yes;male;1;12;fishing_gleaning;yes;3;trust_all;trust_all;trust_all;trust_all;trust_all;economy;livelihoods;NA;NA;very_good;yes;very_supportive;active;fair;no_conflict;better;economy;economic wealth;economy;livelihoods;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;34;some_primary;Catholic;yes;male;1;6;fishing_gleaning;yes;4;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;material wealth;NA;NA;very_good;yes;very_supportive;active;fair;no_conflict;better;economy;livelihoods;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;12;33;some_primary;Catholic;yes;male;0;5;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;neutral;not_involved;very_fair;no_conflict;better;economy;economic wealth;economy;livelihoods;NA;NA;no_mgmt
Southwest;Ambatomilo;40;40;some_primary;Catholic;no;female;1;7;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;economy;economic wealth;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;worse;health;connection to nature;health;food security;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;70;some_primary;NA;yes;male;1;4;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;economy;livelihoods;NA;NA;very_good;yes;very_supportive;passive;fair;no_conflict;worse;health;physical health;economy;economic wealth;NA;NA;no_mgmt
Southwest;Ambatomilo;23;23;some_primary;Catholic;yes;male;1;6;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;economy;livelihoods;governance;rights and access;good;yes;supportive;active;fair;NA;no_change;health;food security;health;food security;NA;NA;no_mgmt
Southwest;Ambatomilo;44;44;some_primary;Catholic;yes;male;1;7;fishing_gleaning;yes;1;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;economy;livelihoods;governance;rights and access;good;yes;supportive;passive;fair;no_conflict;worse;health;connection to nature;economy;employment;NA;NA;no_mgmt
Southwest;Ambatomilo;49;49;some_primary;NA;yes;male;NA;8;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;governance;rights and access;neutral;yes;supportive;active;fair;no_conflict;worse;health;emotional health;health;emotional health;NA;NA;no_mgmt
Southwest;Ambatomilo;55;55;some_middle_school;Catholic;no;female;2;11;fishing_gleaning;yes;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;about_half_half;NA;NA;NA;NA;NA;NA;supportive;active;neither;no_conflict;better;health;food security;health;emotional health;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;21;some_primary;Catholic;yes;male;1;3;fishing_gleaning;yes;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;NA;NA;good;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;40;some_middle_school;Catholic;yes;female;1;10;fishing_gleaning;yes;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;NA;NA;good;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;16;35;NA;Catholic;no;female;NA;8;fishing_gleaning;yes;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;about_half_half;economy;livelihoods;NA;NA;very_good;yes;supportive;not_involved;don_t_know;less_than_once_year;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;2;54;some_primary;Protestant;yes;female;NA;5;fishing_gleaning;yes;1;trust_all;trust_all;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;economy;employment;bad;yes;supportive;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;80;NA;NA;yes;male;1;4;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;economic;material wealth;NA;NA;good;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;28;28;some_primary;Catholic;no;female;1;5;fishing_gleaning;yes;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;economy;material wealth;neutral;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;20;35;primary_completed;NA;yes;male;NA;6;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;active;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;30;30;some_primary;Catholic;no;female;NA;7;fishing_gleaning;yes;1;distrust_more_people;distrust_more_people;distrust_more_people;distrust_more_people;distrust_more_people;NA;NA;NA;NA;NA;NA;unsupportive;passive;unfair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;2;37;some_primary;Catholic;no;female;1;6;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;governance;rights and access;bad;yes;unsupportive;passive;neither;don_t_know;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;50;50;some_primary;Catholic;yes;male;0;8;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;30;30;primary_completed;Catholic;no;female;0;6;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;economy;livelihoods;governance;rights and access;good;yes;supportive;active;fair;no_conflict;better;economy;employment;economy;livelihoods;NA;NA;no_mgmt
Southwest;Ambatomilo;12;29;some_primary;Catholic;yes;male;0;3;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;better;economy;economic wealth;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;41;57;some_primary;Catholic;no;female;1;6;fishing_gleaning;yes;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;very_fair;no_conflict;a_lot_worse;economy;employment;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;25;25;some_primary;Catholic;yes;male;1;3;fishing_gleaning;yes;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;worse;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;35;35;primary_completed;Catholic;no;female;1;8;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;good;yes;supportive;passive;fair;no_conflict;worse;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;42;42;some_primary;Catholic;yes;male;NA;4;fishing_gleaning;yes;1;distrust_more_people;trust_more_people;about_half_half;trust_more_people;trust_more_people;governance;rights and access;NA;NA;good;yes;supportive;passive;fair;no_conflict;worse;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;60;60;some_primary;Traditionnelle;yes;male;0;9;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;governance;rights and access;governance;rights and access;good;yes;supportive;passive;very_unfair;no_conflict;worse;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;24;24;primary_completed;Catholic;yes;male;0;5;fishing_gleaning;yes;2;trust_more_people;trust_all;distrust_more_people;trust_more_people;trust_all;governance;rights and access;NA;NA;neutral;yes;supportive;passive;fair;no_conflict;better;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;65;65;primary_completed;Catholic;no;female;0;4;fishing_gleaning;yes;1;about_half_half;trust_more_people;about_half_half;trust_more_people;trust_all;governance;rights and access;economy;material wealth;neutral;yes;supportive;not_involved;neither;no_conflict;worse;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;22;some_primary;Catholic;no;male;1;2;fishing_gleaning;yes;1;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;very_good;yes;very_supportive;passive;fair;no_conflict;better;health;food security;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;28;primary_completed;Catholic;no;female;1;6;fishing_gleaning;yes;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;passive;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;40;NA;Catholic;yes;male;1;12;fishing_gleaning;yes;3;trust_all;trust_all;trust_all;trust_all;trust_all;governance;rights and access;NA;NA;very_good;yes;very_supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;34;some_primary;Catholic;yes;male;1;6;fishing_gleaning;yes;4;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;very_good;yes;very_supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;12;33;some_primary;Catholic;yes;male;0;5;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;no;neutral;not_involved;very_fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;40;40;some_primary;Catholic;no;female;1;7;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;health;food security;NA;NA;good;yes;supportive;not_involved;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;70;some_primary;NA;yes;male;1;4;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;governance;rights and access;NA;NA;very_good;yes;very_supportive;passive;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;23;23;some_primary;Catholic;yes;male;1;6;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;governance;rights and access;NA;NA;good;yes;supportive;active;fair;NA;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;44;44;some_primary;Catholic;yes;male;1;7;fishing_gleaning;yes;1;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_all;governance;rights and access;economy;livelihoods;good;yes;supportive;passive;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;49;49;some_primary;NA;yes;male;NA;8;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;neutral;yes;supportive;active;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;55;55;some_middle_school;Catholic;no;female;2;11;fishing_gleaning;yes;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;about_half_half;NA;NA;NA;NA;NA;NA;supportive;active;neither;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;21;some_primary;Catholic;yes;male;1;3;fishing_gleaning;yes;3;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;40;some_middle_school;Catholic;yes;female;1;10;fishing_gleaning;yes;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;governance;rights and access;NA;NA;good;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;16;35;NA;Catholic;no;female;NA;8;fishing_gleaning;yes;2;about_half_half;trust_more_people;trust_more_people;trust_more_people;about_half_half;governance;rights and access;NA;NA;very_good;yes;supportive;not_involved;don_t_know;less_than_once_year;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;2;54;some_primary;Protestant;yes;female;NA;5;fishing_gleaning;yes;1;trust_all;trust_all;trust_more_people;trust_more_people;trust_more_people;governance;rights and access;NA;NA;bad;yes;supportive;not_involved;don_t_know;don_t_know;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;NA;80;NA;NA;yes;male;1;4;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;good;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;28;28;some_primary;Catholic;no;female;1;5;fishing_gleaning;yes;2;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;neutral;yes;supportive;active;fair;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;20;35;primary_completed;NA;yes;male;NA;6;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;supportive;active;fair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;30;30;some_primary;Catholic;no;female;NA;7;fishing_gleaning;yes;1;distrust_more_people;distrust_more_people;distrust_more_people;distrust_more_people;distrust_more_people;NA;NA;NA;NA;NA;NA;unsupportive;passive;unfair;no_conflict;worse;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;2;37;some_primary;Catholic;no;female;1;6;fishing_gleaning;yes;2;trust_all;trust_all;trust_all;trust_all;trust_all;NA;NA;NA;NA;bad;yes;unsupportive;passive;neither;don_t_know;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;50;50;some_primary;Catholic;yes;male;0;8;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_mgmt
Southwest;Ambatomilo;30;30;primary_completed;Catholic;no;female;0;6;fishing_gleaning;yes;2;trust_more_people;trust_all;trust_more_people;trust_more_people;trust_more_people;governance;rights and access;NA;NA;good;yes;supportive;active;fair;no_conflict;better;NA;NA;NA;NA;NA;NA;no_mgmt
Northeast;Anandrivola;40;55;some_primary;FJKM;yes;male;2;2;fishing_gleaning;yes;3;NA;NA;trust_more_people;NA;NA;economy;economic wealth;NA;NA;NA;yes;supportive;active;fair;no_conflict;better;economy;material wealth;health;food security;economic;economic wealth;no_mgmt
Northeast;Anandrivola;17;17;some_middle_school;adventist;yes;male;1;3;fishing_gleaning;yes;1;trust_more_people;trust_more_people;trust_all;trust_all;trust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;less_than_once_year;better;economy;economic wealth;social;social capital and cohesion;NA;NA;no_mgmt
Northeast;Anandrivola;56;55;some_primary;coutume traditionnel;yes;male;1;5;fishing_gleaning;yes;3;trust_more_people;trust_more_people;trust_all;trust_all;trust_all;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_conflict;better;economy;material wealth;economy;economic wealth;NA;NA;no_mgmt
Northeast;Anandrivola;48;48;some_primary;Tsy mivavaka;yes;male;1;5;fishing_gleaning;yes;2;about_half_half;distrust_more_people;trust_more_people;trust_more_people;distrust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_conflict;better;economy;economic wealth;NA;NA;NA;NA;no_mgmt
Northeast;Anandrivola;48;48;primary_completed;Tsy mivavaka;yes;male;1;5;fishing_gleaning;yes;2;about_half_half;distrust_more_people;trust_more_people;trust_more_people;distrust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_conflict;better;economy;economic wealth;NA;NA;NA;NA;no_mgmt
Northeast;Anandrivola;20;31;primary_completed;Tsy mivavaka;yes;female;1;7;fishing_gleaning;yes;4;NA;NA;trust_more_people;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;no_conflict;no_change;NA;NA;NA;NA;NA;NA;no_mgmt
